text,length,words,spam
i m done,8,3,0
if india win or level seri mean thi is record,45,10,0
sorri da thangam it s my mistak,31,7,0
good no swimsuit allow,22,4,0
hi hope u r both ok he said he would text and he hasn t have u seen him let me down gentli pleas,96,24,0
we re on the opposit side from where we drop you off,52,12,0
for ur chanc to win a cash everi wk txt action to t s c s www movietrivia tv custcar xp wk,90,22,1
i wonder if you ll get thi text,31,8,0
accordingli i repeat just text the word ok on your mobil phone and send,71,14,1
oh right ok i ll make sure that i do load of work dure the day got a realli nasti cough today and is dri n shot so that should realli help it,141,33,0
do you mind if i ask what happen you dont have to say if it is uncomfort,72,17,0
sorri man accident left my phone on silent last night and didn t check it til i got up,86,19,0
haven t left yet so probabl gon na be here til dinner,53,12,0
ok k sri i knw siva tat y i askd,32,10,0
dizzamn aight i ll ask my suitem when i get back,48,11,0
playin space poker u,20,4,0
especi sinc i talk about boston all up in my person statement lol i woulda chang that if i had realiz it said nyc it say boston now,131,28,0
k will do addi i are do some art so i ll be here when you get home,66,18,0
what s nanni address,20,4,0
you are a veri veri veri veri bad girl or ladi,46,11,0
it to your free text messag are valid until decemb,50,10,1
mth half price orang line rental latest camera phone free had your phone mth call mobilesdirect free on to updat now orstoptxt t cs,131,24,1
lol i have to take it member how i said my aunt flow didn t visit for month it s caus i develop ovarian cyst bc is the onli way to shrink them,142,33,0
leav to qatar tonit in search of an opportun all went fast pl add me in ur prayer dear rakhesh,94,20,0
k then marrow are you come to class,35,8,0
marvel mobil play the offici ultim spider man game on ur mobil right now text spider to for the game we ll send u a free ball wallpap,133,28,1
thanx the time we ve spent geva it bin mint ur my babi and all i want is u xxxx,79,20,0
your chanc to be on a realiti fantasi show call now just p per min ntt ltd po box croydon cr wb is a nation rate call,117,27,1
ok no prob i ll come after lunch then,37,9,0
ur cash balanc is current pound to maxim ur cash in now send go to onli p meg cc hg suit land row wjhl,102,24,1
wa playng door game and gt race on phone lol,44,10,0
if he start search he will get job in few day he have great potenti and talent,78,17,0
mile and smile r made frm same letter but do u know d differ smile on ur face keep me happi even though i am mile away from u keep smile good nyt,145,33,0
tomarrow final hear on my laptop case so i cant,47,10,0
wait for your call,18,4,0
th of juli,10,3,0
urgent we are tri to contact u today draw show that you have won a prize guarante call from land line claim a valid hr onli,123,26,1
so your tell me i coulda been your real valentin and i wasn t u never pick me for noth,86,20,0
howz pain it will come down today do as i said ystrday ice and medicin,70,15,0
you got call a tool,19,5,0
where in abj are you serv are you stay with dad or alon,55,13,0
you dont know you jabo me abi,29,7,0
do u still have plumber tape and a wrench we could borrow,57,12,0
wen did you get so spiritu and deep that s great,48,11,0
how s it go got ani excit karaok type activ plan i m debat whether to play footbal thi eve feel lazi though,107,23,0
bbq thi sat at mine from ish ur welcom come,43,10,0
sit ard noth to do lor u leh busi w work,40,11,0
haha awesom omw back now then,29,6,0
sound great are you home now,28,6,0
my phone,8,2,0
dude just saw a park car with it sunroof pop up sux,51,12,0
hi wkend ok but journey terribl wk not good as have huge back log of mark to do,79,18,0
sorri me go home first daddi come fetch ü later,47,10,0
wah lucki man then can save money hee,37,8,0
i am great princess what are you think about me,47,10,0
two fundament of cool life walk like you are the king or walk like you dont care whoever is the king gud nyt,108,23,0
my darl sister how are you do when s school resum is there a minimum wait period befor you reappli do take care,111,23,0
yup leav right now be back soon,31,7,0
otherwis had part time job na tuition,37,7,0
yup he msg me is tat yiju then i tot it s my group mate co we meet today mah i m askin if ü leav earlier or wat mah co mayb ü haf to walk v far,143,38,0
updat your face book statu frequent,35,6,0
k actual can you guy meet me at the sunoco on howard it should be right on the way,82,19,0
i know you are thinkin malaria but relax children cant handl malaria she would have been wors and it gastroenter if she take enough to replac her loss her temp will reduc and if you give her malaria med now she will just vomit it a self limit ill she ha which mean in a few day it will complet stop,298,61,0
friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r alway my dear gud ni,123,29,0
hey i want you i crave you i miss you i need you i love you ahmad saeed al hallaq,81,20,0
pl dont forget to studi,23,5,0
u goin out nite,15,4,0
watch tv lor nice one then i like lor,37,9,0
i take it we didn t have the phone callon friday can we assum we won t have it thi year now,91,22,0
just now saw your messag it k da,32,8,0
urgent your mobil number ha been award with a prize guarante call from land line claim valid hr onli,100,19,1
a boy wa late home hi father power of frndship,46,10,0
dad want to talk about the apart so i got a late start omw now,62,15,0
i keep ten rs in my shelf buy two egg,37,10,0
sri da jst nw onli i came to home,33,9,0
are you still play with gautham,31,6,0
happi valentin day i know it earli but i have hundr of handsom and beauti to wish so i thought to finish off aunti and uncl st,126,27,0
happi birthday to you dear with lot of love rakhesh nri,55,11,0
the xma stori is peac the xma msg is love the xma miracl is jesu hav a bless month ahead wish u merri xma,105,24,0
uh head up we don t have that much left,39,10,0
dear i am not deni your word pleas,34,8,0
you sure your neighbor didnt pick it up,39,8,0
what you need you have a person to give na,42,10,0
s flirt now txt girl or bloke ur name age eg girl zoe to to join and get chat,77,19,1
are you thi much buzi,21,5,0
pleas call our custom servic repres on between am pm as you have won a guarante cash or prize,93,19,1
i pock you up there befor,25,6,0
i ve been search for the right word to thank you for thi breather i promis i wont take your help for grant and will fulfil my promis you have been wonder and a bless at all time,177,38,0
well i wa about to give up co they all said no they didn t do one nighter i persev and found one but it is veri cheap so i apologis in advanc it is just somewher to sleep isnt it,178,41,0
what s the signific,19,4,0
greet me consid yourself excus,30,5,0
ou are guarante the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh p mtmsgrcvd,117,24,1
i dont want to hear philosophi just say what happen,51,10,0
you have an import custom servic announc from premier call freephon now,71,12,1
how are you it been age how s abj,33,9,0
japanes proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leav it and final kerala version if one can do it stop him do it if none can do it make a strike against it,251,62,0
que pase un buen tiempo or someth like that,43,9,0
s no competit for him,21,5,0
today my system sh get readi all is well and i am also in the deep well,71,17,0
hmv bonu special pound of genuin hmv voucher to be won just answer easi question play now send hmv to more info www percent real com,132,26,1
k do it at even da urgent,25,7,0
that s what i love to hear v see you sundayish then,51,12,0
wat would u like ur birthday,28,6,0
my birthday is on feb da,24,6,0
ye it possibl but dint tri pl dont tell to ani one k,52,13,0
i love to give massag i use lot of babi oil what is your fave posit,67,16,0
see i knew give you a break a few time woul lead to you alway want to miss curfew i wa gon na gibe you til one but a midnight movi is not gon na get out til after you need to come home you need to getsleep and if anyth you need to b studdi ear train,249,58,0
symptom when u are in love u like listen song u get stop where u see the name of your belov u won t get angri when your,119,28,0
are you happi babi are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,139,31,0
tell me someth that okay,24,5,0
don t forget though that i love you and i walk besid you watch over you and keep your heart warm,96,21,0
no i wa tri it all weekend v,28,8,0
unni thank you dear for the recharg rakhesh,43,8,0
six chanc to win cash from to pound txt csh and send to cost p day day tsandc appli repli hl info,97,22,1
all boy made fun of me today ok i have no problem i just sent one messag just for fun,85,20,0
well it not like you actual call someon a punto that woulda been wors,69,14,0
rememb all those whom i hurt dure day of satan impost in me need to pay a price so be it may destini keep me go and as u said pray that i get the mind to get over the same,171,41,0
ye i am a one woman man pleas tell me your like and dislik in bed,65,16,0
last chanc claim ur worth of discount voucher today text shop to now savamob offer mobil t cs savamob pobox muz sub,115,22,1
just look it up and addi goe back monday suck to be her,55,13,0
ugh y can t u just apolog admit u were wrong and ask me to take u back,70,18,0
